Clients,Bandwidth_Usage,RSSI,SNR,Latency,Packet_Loss,Interference,AP_Load,Traffic_Type
34,21.40133141,-78.73321329,8.920807258,12.83247053,5.100461092,-66.64062796,100,VoIP
20,17.89165959,-73.34933011,9.70486832,23.94812599,4.009354134,-86.65546931,71.56663835,Game
35,20.42152164,-66.77877433,8.693659946,52.34841567,6.317586216,-82.38235037,100,VoIP
39,20.02195441,-72.42652449,23.84242626,16.1642761,6.599142275,-72.86112471,100,Streaming
12,43.53672116,-52.11796765,14.13193322,9.690048815,1.959879591,-75.02437975,100,Game
38,2.13889051,-55.90935936,10.54675687,13.04560465,4.602878269,-46.53614338,16.25556788,VoIP
31,9.0902295,-65.03236482,22.57330071,44.30378893,4.065021771,-92.67015887,56.3594229,VoIP
9,9.680931349,-41.4168606,5.831412733,4.274399041,-0.141957866,-94.22796399,17.42567643,Streaming
44,14.6259092,-64.6506154,33.50011999,33.03100036,4.133550686,-62.9345519,100,Game
17,19.46633468,-67.66265318,10.8917132,17.2600764,4.346510843,-40.6412515,66.1855379,Streaming
1,24.95671197,-62.67084605,17.88268572,44.0482318,3.688126312,-77.51023728,4.991342394,Streaming
28,10.07089136,-79.01806839,25.67661511,20.84313711,7.39935213,-46.36377882,56.39699159,Web
43,3.745791396,-36.26133677,10.2168452,25.16309993,1.424902184,-52.62284644,32.21380601,VoIP
25,18.67862704,-51.53962642,5.295038826,16.21736324,1.724396152,-64.67298953,93.39313518,VoIP
29,14.83735401,-45.76291306,33.76939502,18.84387593,2.057223878,-87.65166317,86.05665326,Game
34,21.44062626,-74.71331959,10.81908709,27.97431795,7.274758824,-45.13715825,100,Web
32,1.231258839,-43.62171172,25.69303118,33.7315654,1.783305087,-55.35848129,7.880056569,Web
26,7.460763015,-70.19616407,33.40816852,36.74440529,4.238837529,-82.10073863,38.79596768,Web
14,34.40654519,-62.0372146,14.78925152,23.89728295,5.035978742,-73.56223567,96.33832653,Streaming
23,8.542836676,-48.6058509,14.7362552,46.16548738,1.799415629,-55.93758742,39.29704871,VoIP
45,14.23378217,-63.3542464,2.499347303,37.97919944,4.288553425,-70.90887153,100,Streaming
47,4.966902846,-80.86654354,8.276784076,41.98605873,5.875587604,-35.12050935,46.68888675,Web
14,8.838525555,-76.32103489,26.13702206,4.864260099,4.481228377,-91.47832064,24.74787156,VoIP
34,21.22710273,-79.48881476,20.90180583,26.39396024,6.631573593,-82.13593887,100,Game
16,5.582748705,-41.67493045,5.976324688,11.94445295,0.395226497,-66.0379029,17.86479586,VoIP
3,9.676492721,-78.203674,12.79907692,13.9469485,3.146665976,-60.47553775,5.805895633,Streaming
15,29.14022647,-40.24666507,19.97422857,46.25695944,-0.418205957,-45.87948033,87.42067941,Web
17,5.417828454,-54.60340037,34.69537901,15.00038409,4.577883329,-49.35189342,18.42061675,Game
1,36.7856481,-32.50171633,8.106482819,48.56922363,1.794309608,-51.3149159,7.357129621,VoIP
23,18.97804503,-40.68811187,8.05464142,40.27054608,3.713669277,-62.90443533,87.29900713,Game
26,16.49653779,-80.1029553,32.04845822,17.63865827,3.678894512,-84.1648609,85.78199652,Game
35,19.31840724,-34.155458,20.21664293,48.0193273,0.295729173,-87.10595255,100,Game
40,11.60951149,-50.29995159,20.36318219,50.43376572,0.699513196,-71.80743425,92.87609194,Web
17,31.84530103,-47.97513388,27.86019433,37.82893057,1.179524362,-63.88803783,100,Streaming
9,30.82724205,-75.22021396,35.02229398,15.61435953,7.445576459,-62.3306933,55.48903568,Web
11,1.883143342,-76.15033403,24.8054017,35.3652802,6.329862586,-65.44097643,4.142915352,Game
8,37.17206978,-48.95497944,28.3748631,31.17694347,4.385352547,-44.92601283,59.47531165,VoIP
13,10.7681986,-80.6231264,12.38029698,35.68591073,3.075319007,-56.37863599,27.99731637,Game
4,66.66246559,-46.42227989,20.42562558,20.92049941,0.090012685,-76.34843,53.32997247,Streaming
28,18.09456226,-50.5674484,30.44041461,44.42393299,2.097829143,-82.85975728,100,VoIP
16,36.98818474,-48.98610889,10.27724567,46.18314713,2.226637755,-81.57035706,100,Web
14,12.76050154,-38.80725956,11.546503,29.73477731,0.978632595,-42.06524877,35.72940431,Streaming
6,41.96980217,-72.31706255,4.631970334,18.84543939,6.060921709,-44.9279719,50.3637626,VoIP
31,23.5771285,-58.75510893,9.268423126,53.30499703,3.150526664,-76.34457592,100,Streaming
29,1.412338328,-49.37847449,15.62707431,27.5990044,0.25955112,-84.57885804,8.191562304,Web
17,12.60900439,-57.66593964,6.529622112,28.75292609,5.248525422,-76.09424388,42.87061493,Game
3,16.03287046,-66.81514193,32.13500025,13.8700208,5.533458478,-39.73603034,9.619722276,VoIP
34,4.430048938,-76.6772425,15.35103804,24.37037939,2.692521167,-71.44160925,30.12433278,Streaming
17,26.68616572,-78.52403114,13.64145682,42.1253288,3.472627752,-80.85846847,90.73296345,Game
47,11.97647656,-74.44491006,2.014119518,34.3130344,3.374791536,-43.50481198,100,Web
1,86.0337932,-53.65132172,22.10830228,27.33243901,4.422189994,-62.01160864,17.20675864,Streaming
9,13.68211077,-31.9524846,34.95588527,24.20880787,2.847660437,-63.30489279,24.62779939,Web
22,29.45594087,-51.78565689,25.08074609,29.69543824,1.96355859,-45.16397819,100,VoIP
47,4.64048695,-35.96086114,23.21777002,17.87103194,3.543840455,-69.9579259,43.62057733,Web
3,28.37946904,-39.09822363,4.76859033,2.115242882,-0.812363835,-67.48259073,17.02768142,Game
26,9.115502463,-78.50135184,35.65154183,50.98867922,7.610118137,-80.62427337,47.40061281,VoIP
27,4.776289204,-75.06518034,13.31209474,11.10056698,3.286052479,-58.67302505,25.7919617,Streaming
45,11.82559757,-76.8646407,30.33860629,19.56784308,3.159864234,-46.55487385,100,VoIP
16,10.94143983,-65.88448954,15.71218038,9.997066714,4.721236878,-45.44699975,35.01260746,Game
41,13.64770912,-79.12706799,11.47345314,9.65372329,7.828714552,-91.00275532,100,Streaming
43,11.18036677,-61.3766092,1.359331323,19.82628809,3.525256693,-49.23793276,96.15115424,VoIP
16,9.079428304,-80.54028578,6.037213205,43.97463628,5.466549041,-68.1664436,29.05417057,Web
44,6.887215528,-46.07291936,26.30710681,18.67399954,1.026081877,-86.71418644,60.60749665,VoIP
26,23.84665054,-50.11524477,34.93970262,16.9331051,4.743557878,-37.19840426,100,VoIP
23,16.18396707,-50.19096652,3.507786676,28.36926782,2.692480212,-90.77765432,74.44624851,Streaming
25,17.86556851,-58.39293077,32.87823083,32.66150834,5.813622542,-83.7264504,89.32784254,Web
43,8.47527891,-83.84440811,21.57549781,20.64182084,3.407321609,-45.54215863,72.88739863,VoIP
24,2.628373663,-74.44963374,3.884609035,30.96251635,4.674694566,-64.58178673,12.61619358,Streaming
40,13.66624234,-37.03404388,26.82446648,49.30326268,0.581186153,-55.46413151,100,VoIP
43,4.215472636,-56.06328445,20.81847051,27.11029262,1.692202654,-71.71803563,36.25306467,Game
35,5.886504884,-75.97724963,3.020305776,53.12739056,6.793054518,-71.91566431,41.20553419,Game
32,9.810414557,-35.1554504,9.611556265,11.76744455,0.184276821,-78.74602327,62.78665316,Streaming
19,16.0163676,-75.57339726,10.44211659,45.46556791,5.548605474,-82.35469505,60.86219687,Streaming
35,20.80204551,-35.60671221,4.467436819,24.36758685,0.014621856,-47.73931933,100,Web
30,18.10364969,-67.35586427,19.67749095,21.8446266,6.12955228,-73.89757452,100,Streaming
36,17.01081491,-67.07401828,28.49923127,54.75510267,4.149574781,-78.82827668,100,Game
4,38.33568011,-71.64410688,35.04130642,4.227646506,3.89026502,-47.61958039,30.66854408,VoIP
41,11.85309613,-35.9768867,18.89114108,29.35635826,2.227811122,-57.50143237,97.19538823,Streaming
3,48.64665941,-52.61356669,39.68108034,31.16102566,1.353565443,-69.31541657,29.18799564,Game
41,11.8780849,-56.9896558,22.33416147,21.28726774,5.301117895,-49.06209125,97.40029618,Streaming
14,24.62449175,-70.67786925,17.30595738,50.25240614,5.348526189,-75.64184814,68.9485769,VoIP
25,13.94567668,-45.12436164,32.76544349,54.35778182,2.301727961,-92.15066406,69.72838342,Web
7,57.42719893,-64.1538435,11.574251,9.734019286,3.669747645,-94.25717477,80.3980785,VoIP
13,19.45649049,-71.3285537,37.65135289,40.10599104,5.368644207,-45.11942816,50.58687527,Web
4,50.56276576,-46.30542861,5.069595178,28.37124575,3.039516759,-55.56955593,40.45021261,Streaming
27,21.60433685,-55.66676696,7.671621303,31.27772006,5.488984544,-43.44034973,100,VoIP
23,12.62484154,-43.73762698,14.53919708,21.36127431,2.395896339,-48.97417145,58.07427108,Web
6,61.31986836,-35.72982819,25.50504258,37.79070349,1.807433448,-45.20094776,73.58384203,VoIP
15,37.76693084,-74.97016303,5.905498048,31.68501047,5.444114219,-63.14169923,100,Web
32,13.10014468,-72.54439424,8.977945144,50.13731529,5.522976497,-55.57319478,83.84092596,Web
8,43.78336751,-35.27229111,15.85790882,42.82233176,3.278190127,-90.73889374,70.05338801,Web
31,4.5272251,-34.42341321,6.852016689,19.49002356,1.057426987,-85.11004853,28.06879562,Web
9,41.25945097,-69.57724098,13.08890096,15.36013334,3.962752665,-74.24904951,74.26701174,Web
33,23.23226884,-59.60409845,25.35696932,48.0279159,2.999133041,-65.35450111,100,Game
2,21.989015,-31.72315439,30.18777927,42.71791107,2.332760014,-78.7521546,8.795606,VoIP
35,1.943836634,-79.11790993,17.76667309,23.9809592,5.407857328,-82.21057134,13.60685644,Streaming
26,16.85379969,-72.96318825,31.64187291,24.16379045,2.623633631,-84.37279189,87.63975839,VoIP
6,53.4208403,-66.18841574,15.72453391,24.82053995,2.121630369,-97.30697572,64.10500836,VoIP
19,21.77147652,-55.21125512,31.51125746,13.59837463,4.389150928,-44.75752296,82.73161079,VoIP
38,6.728143613,-35.79212438,14.93590616,39.8858725,0.06243916,-54.51497747,51.13389146,Game
2,54.88959289,-48.47289753,14.61532763,14.7776341,0.67398414,-39.73883591,21.95583716,Web
44,5.300966445,-44.95112854,18.75809573,58.50663534,2.734018713,-46.9839648,46.64850472,Streaming
46,6.062162692,-41.63884857,13.43142682,58.22377012,3.232099433,-88.90517933,55.77189677,Web
48,9.930970256,-37.3083127,31.61873078,20.82754723,1.500496456,-41.10877183,95.33731446,Web
43,5.778821127,-61.80047855,1.602800295,40.3008806,3.468158728,-43.72189226,49.69786169,VoIP
28,12.32378856,-67.6436491,7.183980512,37.88779195,2.78006993,-40.4851476,69.01321595,VoIP
48,8.734379979,-72.77627605,17.14305902,34.92679058,2.644689005,-43.35309249,83.8500478,VoIP
18,5.973908964,-49.50661205,33.23901689,20.3823442,3.700295782,-49.48895722,21.50607227,Web
10,18.04196509,-39.07009986,30.70828869,45.34810021,2.449982083,-90.66876591,36.08393018,Web
2,4.95954749,-50.50769589,14.23381237,35.32108351,1.455528576,-88.64947638,1.983818996,Web
26,16.54258167,-57.06345961,14.368495,6.378510062,3.187817275,-93.74126677,86.0214247,VoIP
30,13.31989606,-57.36325227,23.34816947,27.48668355,3.919151621,-44.82446761,79.91937637,VoIP
23,26.22400014,-67.36999725,36.8114186,53.47637165,2.927602627,-82.43075661,100,Game
35,8.325312541,-64.41217267,21.09057628,21.27580068,3.742196581,-48.80419179,58.27718779,Game
20,18.21424418,-34.19908597,35.77077443,28.94333308,-1.150280138,-95.37500143,72.85697674,Streaming
29,10.56569435,-67.39396965,12.43882236,42.14333736,2.666535113,-77.5201043,61.28102721,VoIP
34,2.54158465,-80.11189809,6.046310952,42.3949212,6.065240754,-33.96491292,17.28277562,Web
29,21.96167516,-46.50122373,29.95264417,46.7793098,3.610724659,-90.81545804,100,Streaming
12,38.54920875,-65.86970536,25.10836429,8.843571508,2.027483186,-81.48566554,92.51810101,VoIP
15,13.11904941,-49.95597924,24.24222486,12.7541529,2.891482356,-83.43861923,39.35714822,Game
24,3.260631129,-52.66290107,26.29362324,8.908735437,3.431424833,-82.44663962,15.65102942,Streaming
35,6.100892811,-47.44116308,17.3339853,45.00388161,2.153600227,-40.60629316,42.70624968,Web
29,14.2658438,-44.70283025,30.17228811,8.573446995,1.180273391,-67.26884217,82.74189403,Game
40,6.777303197,-37.91802998,19.11899035,17.43463969,-1.053268363,-56.28111836,54.21842557,Game
40,3.521780168,-70.71862158,6.965127313,32.52187173,5.146646394,-52.91844562,28.17424134,Web
6,34.82642818,-56.3722001,15.59815067,25.58278449,2.396255493,-83.9330638,41.79171382,Game
27,5.557252841,-48.65089082,30.00493046,9.327320325,0.2879912,-81.41758722,30.00916534,Streaming
42,4.965690922,-83.02675335,30.28321436,58.06069903,6.118988737,-76.33437475,41.71180375,Web
31,1.867008182,-38.62372946,10.10424168,46.7404996,-1.098743624,-78.1002796,11.57545073,Web
29,0.946254553,-43.95413943,24.96202405,21.4735589,0.264857503,-85.6331176,5.488276405,Game
33,19.33118807,-62.77883712,32.93142984,16.27167269,2.581755895,-58.16312255,100,VoIP
42,9.317950158,-59.73753353,2.995499653,41.52345277,4.80338602,-34.36908083,78.27078132,Streaming
34,0.838828514,-66.1382412,5.55109553,13.38060405,3.992038332,-80.91753445,5.704033898,Web
31,19.16288638,-77.27938353,35.53878894,24.88403413,3.460070004,-68.17755426,100,Web
40,7.159126582,-41.84129893,33.91373113,27.44583475,2.550612566,-36.28721783,57.27301266,VoIP
19,15.15071381,-80.66174412,7.05593095,49.16850982,6.105321593,-56.99773177,57.57271249,Web
46,3.061660121,-39.10668521,20.95943771,28.88843266,3.615933285,-42.46256028,28.16727311,VoIP
37,8.039378381,-42.54473339,30.8147986,16.30430547,1.00151665,-80.95822078,59.49140002,Streaming
24,12.56233634,-54.50621383,29.052424,34.25602361,1.596964628,-91.22253216,60.29921444,Web
12,25.46144831,-57.879969,30.65776257,37.72819292,0.791421999,-96.49441968,61.10747595,Game
2,70.14178538,-58.29523381,8.342468167,16.26209283,3.19801967,-56.69029595,28.05671415,VoIP
4,70.69672353,-60.12361367,31.05125234,22.6176696,4.637115764,-63.96070007,56.55737883,VoIP
13,5.874949167,-38.4444977,15.45759452,16.51975269,1.043128875,-54.15268631,15.27486783,Web
46,16.81717655,-44.21842654,32.77324517,38.23935632,2.168312983,-46.94177364,100,Game
5,21.14890147,-46.17911473,12.13747134,4.959192591,2.688077091,-57.30328632,21.14890147,VoIP
30,22.2042958,-48.81256793,18.15414842,47.07122956,0.766529529,-43.85825401,100,VoIP
25,4.39625395,-32.88752438,12.44860391,9.718053279,0.516425258,-87.88706468,21.98126975,Streaming
44,12.20325202,-41.99007036,9.964279257,43.1000468,-0.644470231,-53.14492807,100,Web
7,34.89139863,-76.11124625,19.67241913,23.42449214,4.942674023,-39.6999851,48.84795809,Game
31,19.45638548,-33.53449883,18.68114324,17.1007873,-0.357827964,-60.17615147,100,VoIP
31,21.0620766,-52.40824934,22.01209412,18.44220006,4.189675286,-58.45361851,100,VoIP
37,2.006432864,-72.35964502,22.58466732,46.71703331,7.094574398,-39.09514079,14.8476032,Web
22,23.11617903,-47.30421925,12.65692552,32.85387674,4.140267996,-49.42318507,100,Streaming
17,30.82524407,-37.4553504,28.27580259,5.476536801,-0.529729679,-76.22514568,100,Web
14,28.9301347,-49.2192792,38.45062391,33.34440406,4.691181496,-64.81170479,81.00437717,Web
2,15.43058924,-37.67228456,30.01465048,5.129560953,3.381840612,-81.50314231,6.172235697,Web
43,15.0385361,-53.18103369,18.78735922,54.2735565,2.112153159,-71.6147505,100,Web
15,6.96351928,-73.74708411,22.2275387,21.27225956,5.53180006,-77.14834136,20.89055784,Game
32,23.70829169,-66.54384692,11.02994304,53.03895659,5.367236064,-75.22578616,100,VoIP
33,10.15730306,-51.09769609,29.63707573,15.46871363,3.499565091,-54.42190455,67.03820019,Streaming
40,1.352423569,-76.8599652,31.81994158,11.87103425,2.944361693,-64.90716606,10.81938855,Streaming
36,4.582835484,-71.8994592,3.771030485,30.80671059,6.854379851,-64.19419365,32.99641549,Game
32,1.617202166,-34.79892566,21.93083569,13.25172549,2.624060798,-89.19219468,10.35009386,Game
28,23.97387984,-65.21942613,9.748359632,34.03433492,2.3256886,-85.71820144,100,Streaming
35,12.40638795,-71.37191037,34.35351951,51.8601991,2.939159105,-39.93180229,86.84471568,Game
43,8.400968262,-59.13777257,2.16714802,17.52070074,1.741297866,-69.46759785,72.24832705,Web
39,20.09544247,-62.44766492,30.36823771,53.99315827,4.937136633,-39.00058581,100,VoIP
35,21.61717531,-82.62387358,7.051859127,51.30973549,4.598914065,-72.18302683,100,Web
25,20.12382837,-52.33066553,2.886332978,43.10883464,1.533807603,-74.00178271,100,Game
4,13.75224707,-43.72676718,20.8857935,19.96554548,3.854038973,-69.48694158,11.00179766,VoIP
8,14.16524613,-61.85698631,14.06299403,5.711888484,4.500716613,-68.63143622,22.66439381,Web
28,4.315589416,-82.11760537,29.39061634,29.02297584,7.057708101,-63.3879936,24.16730073,Streaming
30,15.00211379,-66.83378009,24.89185547,14.16175855,4.095468403,-84.13419256,90.01268274,Game
43,12.72732339,-74.79385951,29.75939617,25.1390799,5.262980013,-69.05433687,100,Streaming
33,3.726956062,-39.83567601,17.76947088,36.83771741,3.006620716,-76.081382,24.59791001,VoIP
23,26.37235479,-57.32809951,19.91013646,42.48035026,4.213484474,-49.84593031,100,Web
20,29.72765259,-37.57650117,8.944415246,32.40314817,-1.221033915,-41.21137181,100,Game
33,12.40301403,-50.93134561,28.09518296,8.535827485,0.658578101,-82.69185071,81.8598926,VoIP
7,21.41853848,-70.55861899,23.39105437,34.76918051,6.971572709,-90.57244425,29.98595387,Streaming
32,12.29222424,-81.64571157,31.26097121,16.95702902,3.502292294,-40.23871967,78.67023515,Streaming
21,1.860119307,-36.276957,16.57378789,14.77958408,0.07926582,-43.23726409,7.812501087,Streaming
26,24.29206734,-41.62703946,11.44191085,26.97866516,1.138941929,-86.57466336,100,Streaming
29,0.728217376,-61.65897399,5.177631583,39.70674632,5.33002163,-52.54087808,4.223660781,Game
15,4.854104856,-37.13991323,4.820431538,5.9172071,2.961724108,-85.10105521,14.56231457,VoIP
22,6.330770692,-54.07915268,29.99033339,16.65790057,1.07184094,-58.73601286,27.85539104,Web
7,9.95937728,-40.88856701,13.95652487,25.90933227,0.887256638,-92.43758528,13.94312819,VoIP
23,30.2776832,-79.75851989,4.745519189,34.76495284,7.772134391,-88.93798144,100,Web
14,0.9829841,-67.74257529,26.6898501,32.23518772,6.01096469,-47.85662499,2.752355479,Web
42,5.203921634,-34.92505529,9.897424482,22.19977895,0.496684226,-56.21098729,43.71294172,VoIP
7,58.33517791,-71.97821181,28.91634145,32.94483583,6.255422777,-86.06241609,81.66924908,Web
20,21.66296344,-74.69619548,8.646141544,10.7291195,2.588472232,-51.21099808,86.65185378,Streaming
35,5.073116827,-68.7905026,17.71200976,8.933115927,4.025787282,-50.44220717,35.51181779,Streaming
24,9.640081159,-55.90601964,25.4203512,33.23563579,1.613477614,-64.88163522,46.27238956,Streaming
1,11.2793483,-76.87883802,24.83200831,30.80765681,3.511754207,-79.45297909,2.255869661,Game
25,4.113267506,-47.40414393,16.66098046,23.09161338,3.965277728,-35.36333059,20.56633753,Game
48,7.711620732,-55.84044552,28.28119377,40.90545715,0.745747728,-67.02360711,74.03155903,Web
18,26.14702651,-68.44425689,28.92873262,50.16824398,2.619023267,-51.59105023,94.12929545,Web
22,17.34437015,-45.95248555,20.76780887,49.32419062,2.70601809,-55.13042238,76.31522864,Game
22,15.50543442,-62.14197954,27.88294606,24.2953258,1.346865929,-92.64174842,68.22391143,Game
44,15.31477129,-56.32253373,16.3838073,35.94936373,3.411444978,-82.88294475,100,VoIP
6,16.621528,-42.0684036,39.07310537,32.93076656,2.084535928,-60.03969001,19.9458336,Game
23,18.07768633,-53.60340254,31.95815179,14.88104732,4.503066048,-70.24997222,83.15735711,Game
18,26.51566713,-71.31920013,32.80907232,9.722736694,6.115224484,-96.09485987,95.45640166,Game
10,6.344952764,-48.75477546,33.82547519,12.75273234,3.387330905,-50.25153912,12.68990553,Game
28,0.423456892,-38.70248669,23.11826429,50.50728557,1.290815337,-90.87368043,2.371358595,Web
36,4.574241039,-74.84850746,19.59014935,13.3554469,3.367350976,-33.36782188,32.93453548,VoIP
12,14.98222628,-60.89404389,33.83653286,12.73734643,4.428405055,-70.74323817,35.95734307,VoIP
8,37.44597077,-79.94319006,29.569903,31.63314794,5.481773591,-78.85938667,59.91355324,Streaming
35,8.16261258,-61.39741201,16.18211959,14.14545344,2.975011572,-79.35910906,57.13828806,VoIP
34,15.50881124,-80.82369047,27.67602121,37.67168838,3.311432772,-52.4912331,100,Streaming
49,14.57324986,-61.37872341,27.43073131,46.7456137,2.429052613,-85.44623113,100,Web
14,13.03731067,-50.88180423,35.16767422,48.90985129,4.245296975,-43.38964358,36.50446989,Web
19,12.12748658,-54.70268124,25.62378492,32.1687004,2.009852194,-65.74691286,46.08444901,Web
15,23.98567788,-37.01439066,16.24223045,45.23075451,-0.0690626,-61.38369586,71.95703365,Streaming
6,42.03975533,-49.03012247,22.47797356,9.544782864,0.453448837,-94.00480186,50.4477064,Game
29,5.789708856,-60.07752063,3.066170321,12.33446397,5.767150871,-83.49384878,33.58031136,Web
37,11.30691066,-71.04629527,3.186752435,11.03703831,2.667091491,-33.98856516,83.67113886,Web
46,6.888934014,-79.13655588,1.474920249,23.34463174,6.48228724,-33.0131723,63.37819293,Game
23,18.05535979,-64.62434921,2.840570131,21.16708362,5.238678421,-80.75431864,83.05465503,Game
36,7.743026551,-40.1408079,35.10088746,26.84856725,0.14419308,-88.46692296,55.74979117,VoIP
7,7.920423983,-64.15069997,9.44024065,34.77719647,6.216929285,-85.458127,11.08859358,VoIP
47,3.536965698,-57.56049513,15.09671614,22.98745151,1.050201966,-77.09985925,33.24747756,VoIP
48,7.441619358,-70.82263615,8.256548544,40.03543685,3.270154889,-84.16433633,71.43954584,Streaming
30,10.94002036,-39.62328404,11.35198066,51.18295961,3.71722088,-86.85417698,65.64012215,Web
8,53.98078262,-75.10287022,37.99542141,49.85110671,4.129481086,-79.49170828,86.36925219,Streaming
25,27.51384729,-35.58703403,18.44157841,28.35110963,-1.105589635,-74.78235918,100,Streaming
2,51.66828874,-76.58940972,26.82490526,10.29365713,6.787079987,-83.07165185,20.6673155,Streaming
7,18.90949152,-79.1208627,34.39463249,17.72344561,7.633258274,-55.75028302,26.47328813,Game
9,23.69712922,-66.79208267,25.1216079,20.28606743,5.261088002,-63.67228875,42.65483259,Game
35,13.88122972,-42.31556909,13.89949774,21.01273474,3.361014015,-44.67937824,97.16860805,Web
28,2.157848583,-48.34717047,33.21683106,34.43582209,4.656204107,-86.19394763,12.08395207,VoIP
44,11.75041058,-74.85939431,25.88960032,25.59598492,7.379716783,-40.98269254,100,Game
11,30.40980156,-75.55537976,19.84955388,33.14071001,4.078696737,-79.1104308,66.90156343,Game
33,18.20389516,-55.92065955,22.85583136,12.57531247,0.642465347,-60.50120511,100,Web
34,17.0629569,-49.8313756,32.6619317,39.73527219,3.658293461,-73.53368148,100,Web
24,27.61312547,-59.75174327,32.66462652,34.80911032,5.685449773,-45.86373584,100,Game
24,4.943664623,-44.85529158,28.31983549,30.17314599,0.873589409,-40.95189864,23.72959019,Streaming
34,20.32950966,-74.17453335,30.86609906,33.17174423,5.888256177,-85.30197683,100,Streaming
13,42.71024772,-59.78594168,15.59449728,29.87464536,1.477533352,-93.70880817,100,Web
12,5.769120238,-48.22778925,27.31788134,22.1489473,0.018949229,-91.33915871,13.84588857,Streaming
34,8.36969111,-71.12326228,4.012782772,24.55135043,2.40672232,-47.08416832,56.91389955,Web
38,17.67940294,-50.6829371,25.98803476,18.68721322,4.851928961,-83.81777745,100,VoIP
24,7.642473195,-40.5927479,18.57737365,24.56759582,2.914436222,-72.28633669,36.68387134,Streaming
10,31.05178693,-43.08974738,16.42720713,34.56577552,3.416304749,-71.58328263,62.10357387,Game
13,43.08817445,-49.15411664,21.56559066,9.473051181,2.948284523,-77.97107633,100,Streaming
18,3.735509134,-35.4501772,22.88019428,34.51226208,2.550400892,-43.4846941,13.44783288,Game
49,3.925264971,-65.01379516,18.13246008,37.06786282,6.304889223,-62.71305783,38.46759672,Game
39,12.73669796,-52.85162377,36.00669123,21.60194764,1.30295675,-35.27726688,99.3462441,Streaming
4,20.3507789,-47.27280375,4.641294226,24.90990659,0.783360356,-94.6080095,16.28062312,Game
1,48.35627767,-64.80712501,33.13207147,42.43643612,3.397500033,-47.72140187,9.671255534,Streaming
20,7.527504136,-61.76001819,19.28301974,32.11392303,2.237683694,-59.04167637,30.11001654,Game
24,28.60579117,-58.42766001,13.82107648,17.37416623,3.464473458,-42.50985988,100,Web
46,13.20296979,-60.86811811,26.50523658,50.49845287,1.454900016,-77.31220962,100,Streaming
16,4.404469592,-54.78253788,6.643998483,32.55899425,2.429278703,-63.29286638,14.09430269,Web
44,5.676306284,-54.72781888,26.00520027,57.51075647,1.245936032,-34.34817145,49.9514953,VoIP
15,25.46759283,-63.97810752,28.4783108,24.20698508,4.023793905,-45.29619836,76.4027785,Game
23,3.388208285,-33.34338167,30.46630291,52.4387998,-0.348488854,-63.51802436,15.58575811,Web
23,27.92255104,-76.76225541,35.58146446,43.2214494,4.873185003,-48.1342262,100,Web
42,7.31720236,-70.24166938,5.985972181,12.54393863,4.880729276,-49.65663993,61.46449983,VoIP
7,34.79217747,-54.3056707,13.31065105,36.21415636,3.063070611,-94.26279314,48.70904845,Streaming
38,0.598439961,-43.07307811,16.0497746,32.73613579,4.236580013,-59.11133182,4.548143701,Streaming
18,31.37068588,-58.75372364,31.1186782,8.119674718,3.192372426,-90.94934568,100,Game
8,39.97683595,-71.20207635,22.16157824,32.29620025,4.438888817,-82.2984513,63.96293752,Game
